service,points_2018,points_2024,points_change_pct,pw_exposure_2018,pw_exposure_2024,pw_exposure_change_pct,no_1km_2018,no_1km_2024,gini_2018,gini_2024
pet_healthcare,868.0,1160.0,33.6405529953917,1.46534593203491,1.9069953309063865,30.139599750221624,0.5072002493006731,0.4743625255082156,0.6883462225146193,0.6813396607650017
human_medical,25651.0,28928.0,12.77533039647578,40.58629705363846,46.65977238483166,14.964349477772142,0.0682386826757822,0.0700556454058315,0.558200825358727,0.564278717661753
childcare_core,5094.0,4003.0,-21.41735374950923,7.284283480150992,5.501866237829337,-24.469355801137883,0.1723681113962731,0.1771512667925588,0.5285330017399446,0.5071893203801714
child_oriented,32890.0,23077.0,-29.83581635755549,55.17333455259998,37.56520672925354,-31.91419907121905,0.0769552488078646,0.0798986711547779,0.5852516072471727,0.5760536583028202
school_baseline,2978.0,2640.0,-11.349899261249163,4.425876845327927,3.887917940223261,-12.154854820972938,0.255890881387947,0.2622517033072394,0.6057394253815449,0.6008934015121689
